class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-color,ring-number,ring-type,spore-print-color,population,habitat,cap_color_group,gill_color_group,stalk_surface_consistent,stalk_color_consistent
p,k,y,n,f,y,f,c,n,b,t,?,s,k,w,w,w,o,e,w,v,d,dark,dark,0,1
e,x,s,p,t,n,f,c,b,w,e,b,s,s,w,w,w,t,p,w,y,p,light,light,1,1
p,f,s,e,f,y,f,c,n,b,t,?,s,k,w,p,w,o,e,w,v,d,unusual,dark,0,0
p,x,y,n,f,rare,a,c,b,w,e,c,k,y,rare,rare,w,rare,rare,w,c,d,dark,light,0,1
p,k,s,n,f,f,f,c,n,b,t,?,s,s,w,w,w,o,e,w,v,l,dark,dark,1,1
e,k,s,g,f,n,f,w,b,g,e,?,k,k,w,w,w,t,p,w,s,g,light,light,1,1
p,k,s,n,f,f,f,c,n,b,t,?,k,s,p,w,w,o,e,w,v,d,dark,dark,0,0
p,f,y,n,f,y,f,c,n,b,t,?,k,k,p,w,w,o,e,w,v,p,dark,dark,1,0
p,k,s,n,f,s,f,c,n,b,t,?,s,k,p,w,w,o,e,w,v,p,dark,dark,0,0
p,k,y,e,f,y,f,c,n,b,t,?,s,k,p,w,w,o,e,w,v,d,unusual,dark,0,0
p,f,y,e,f,f,f,c,n,b,t,?,k,s,p,w,w,o,e,w,v,d,unusual,dark,0,0
e,f,s,rare,t,n,f,c,b,w,e,b,s,s,w,w,w,t,p,w,y,p,unusual,light,1,1
p,f,y,n,f,f,f,c,n,b,t,?,s,k,p,w,w,o,e,w,v,l,dark,dark,0,0
p,k,s,e,f,f,f,c,n,b,t,?,s,k,w,p,w,o,e,w,v,d,unusual,dark,0,0
p,x,s,e,f,y,f,c,n,b,t,?,k,s,p,p,w,o,e,w,v,l,unusual,dark,0,1
p,f,y,e,f,y,f,c,n,b,t,?,k,k,p,p,w,o,e,w,v,l,unusual,dark,1,1
p,x,s,n,f,f,f,c,n,b,t,?,s,s,p,w,w,o,e,w,v,p,dark,dark,1,0
e,f,s,n,f,n,a,c,b,y,e,?,s,s,o,o,n,o,p,n,c,l,dark,warm,1,1
p,f,s,e,f,s,f,c,n,b,t,?,s,k,p,p,w,o,e,w,v,d,unusual,dark,0,1
p,x,y,e,f,s,f,c,n,b,t,?,s,k,p,w,w,o,e,w,v,p,unusual,dark,0,0
p,x,y,e,f,f,f,c,n,b,t,?,s,k,w,w,w,o,e,w,v,d,unusual,dark,0,1
p,x,s,e,f,s,f,c,n,b,t,?,k,k,p,p,w,o,e,w,v,p,unusual,dark,1,1
p,k,s,e,f,f,f,c,n,b,t,?,k,k,p,p,w,o,e,w,v,l,unusual,dark,1,1
p,x,s,e,f,y,f,c,n,b,t,?,s,s,w,p,w,o,e,w,v,l,unusual,dark,1,0
e,b,f,g,f,n,f,w,b,w,e,?,k,s,w,w,w,t,p,w,s,g,light,light,0,1
p,k,y,e,f,s,f,c,n,b,t,?,k,s,p,w,w,o,e,w,v,p,unusual,dark,0,0
p,k,s,e,f,s,f,c,n,b,t,?,s,k,p,w,w,o,e,w,v,l,unusual,dark,0,0
e,k,f,g,f,n,f,w,b,g,e,?,s,s,w,w,w,t,p,w,n,g,light,light,1,1
e,f,s,n,f,n,a,c,b,n,e,?,s,s,o,o,n,o,p,n,v,l,dark,dark,1,1
p,f,y,n,f,rare,f,c,b,w,e,c,k,y,rare,rare,w,rare,rare,w,c,d,dark,light,0,1
p,k,s,e,f,s,f,c,n,b,t,?,s,k,w,p,w,o,e,w,v,d,unusual,dark,0,0
p,f,s,n,f,f,f,c,n,b,t,?,k,k,w,w,w,o,e,w,v,l,dark,dark,1,1
p,k,y,n,f,f,f,c,n,b,t,?,k,k,w,p,w,o,e,w,v,p,dark,dark,1,0
p,k,s,e,f,y,f,c,n,b,t,?,s,s,w,p,w,o,e,w,v,l,unusual,dark,1,0
p,k,y,n,f,y,f,c,n,b,t,?,s,s,w,w,w,o,e,w,v,p,dark,dark,1,1
p,k,y,n,f,y,f,c,n,b,t,?,s,k,w,p,w,o,e,w,v,l,dark,dark,0,0
e,x,f,g,f,n,f,w,b,g,e,?,k,k,w,w,w,t,p,w,n,g,light,light,1,1
p,k,y,e,f,f,f,c,n,b,t,?,k,k,w,p,w,o,e,w,v,p,unusual,dark,1,0
p,x,y,rare,f,rare,a,c,b,y,e,c,k,y,rare,rare,w,rare,rare,w,c,d,unusual,warm,0,1
p,k,y,e,f,s,f,c,n,b,t,?,k,k,w,p,w,o,e,w,v,p,unusual,dark,1,0
p,k,y,e,f,s,f,c,n,b,t,?,k,k,p,w,w,o,e,w,v,l,unusual,dark,1,0
e,b,s,w,f,n,f,w,b,p,e,?,s,k,w,w,w,t,p,w,s,g,light,light,0,1
p,k,s,n,f,y,f,c,n,b,t,?,k,k,p,w,w,o,e,w,v,d,dark,dark,1,0
p,x,s,e,f,y,f,c,n,b,t,?,s,k,p,p,w,o,e,w,v,p,unusual,dark,0,1
p,f,y,n,f,f,f,c,n,b,t,?,k,s,p,w,w,o,e,w,v,l,dark,dark,0,0
p,f,s,e,f,y,f,c,n,b,t,?,k,k,p,p,w,o,e,w,v,p,unusual,dark,1,1
p,k,y,e,f,f,f,c,n,b,t,?,s,k,p,w,w,o,e,w,v,d,unusual,dark,0,0
p,k,y,e,f,f,f,c,n,b,t,?,k,s,w,p,w,o,e,w,v,d,unusual,dark,0,0
e,b,f,w,f,n,f,w,b,w,e,?,s,s,w,w,w,t,p,w,n,g,light,light,1,1
p,k,y,n,f,rare,a,c,b,w,e,c,k,y,rare,rare,w,rare,rare,w,c,d,dark,light,0,1
p,f,y,e,f,y,f,c,n,b,t,?,k,s,p,w,w,o,e,w,v,d,unusual,dark,0,0
p,k,s,n,f,f,f,c,n,b,t,?,s,k,w,p,w,o,e,w,v,p,dark,dark,0,0
p,k,y,n,f,f,f,c,n,b,t,?,k,s,w,p,w,o,e,w,v,p,dark,dark,0,0
p,x,s,e,f,s,f,c,n,b,t,?,k,k,w,w,w,o,e,w,v,l,unusual,dark,1,1
e,x,y,g,t,n,f,c,b,w,e,b,s,s,w,w,w,t,p,w,v,p,light,light,1,1
p,f,s,n,f,y,f,c,n,b,t,?,k,s,p,w,w,o,e,w,v,d,dark,dark,0,0
p,k,y,e,f,y,f,c,n,b,t,?,k,s,w,w,w,o,e,w,v,p,unusual,dark,0,1
e,k,f,w,f,n,f,w,b,w,e,?,k,k,w,w,w,t,p,w,n,g,light,light,1,1
p,x,s,n,f,s,f,c,n,b,t,?,k,s,p,p,w,o,e,w,v,d,dark,dark,0,1
p,k,y,n,f,y,f,c,n,b,t,?,s,s,p,w,w,o,e,w,v,d,dark,dark,1,0
p,x,s,e,f,s,f,c,n,b,t,?,s,s,p,w,w,o,e,w,v,d,unusual,dark,1,0
e,k,s,w,f,n,f,w,b,w,e,?,s,k,w,w,w,t,p,w,n,g,light,light,0,1
p,f,y,n,f,s,f,c,n,b,t,?,s,s,w,p,w,o,e,w,v,p,dark,dark,1,0
p,k,s,e,f,s,f,c,n,b,t,?,k,k,w,p,w,o,e,w,v,p,unusual,dark,1,0
p,k,s,e,f,y,f,c,n,b,t,?,k,k,w,w,w,o,e,w,v,p,unusual,dark,1,1
p,f,y,e,f,f,f,c,n,b,t,?,s,k,p,p,w,o,e,w,v,l,unusual,dark,0,1
e,f,s,n,f,n,a,c,b,n,e,?,s,s,o,o,n,o,p,rare,v,l,dark,dark,1,1
p,f,y,n,f,y,f,c,n,b,t,?,k,k,p,w,w,o,e,w,v,d,dark,dark,1,0
p,k,y,e,f,y,f,c,n,b,t,?,s,s,p,w,w,o,e,w,v,d,unusual,dark,1,0
p,k,s,e,f,y,f,c,n,b,t,?,s,k,w,w,w,o,e,w,v,d,unusual,dark,0,1
p,k,s,e,f,f,f,c,n,b,t,?,s,k,p,w,w,o,e,w,v,l,unusual,dark,0,0
e,b,s,n,f,n,a,c,b,rare,e,?,s,s,o,o,o,o,p,rare,v,l,dark,warm,1,1
e,k,s,g,f,n,f,w,b,p,e,?,k,k,w,w,w,t,p,w,s,g,light,light,1,1
e,x,s,n,f,n,a,c,b,n,e,?,s,s,o,o,o,o,p,n,v,l,dark,dark,1,1
e,x,f,g,f,n,f,w,b,p,e,?,k,k,w,w,w,t,p,w,n,g,light,light,1,1
p,k,s,e,f,y,f,c,n,b,t,?,s,s,w,p,w,o,e,w,v,d,unusual,dark,1,0
p,f,y,e,f,f,f,c,n,b,t,?,s,k,w,p,w,o,e,w,v,d,unusual,dark,0,0
p,k,s,n,f,s,f,c,n,b,t,?,k,k,p,w,w,o,e,w,v,d,dark,dark,1,0
p,k,s,n,f,y,f,c,n,b,t,?,k,s,p,w,w,o,e,w,v,p,dark,dark,0,0
e,b,s,w,f,n,f,w,b,p,e,?,k,s,w,w,w,t,p,w,n,g,light,light,0,1
p,f,s,n,f,s,f,c,n,b,t,?,s,s,p,p,w,o,e,w,v,d,dark,dark,1,1
e,b,f,g,f,n,f,w,b,p,e,?,s,k,w,w,w,t,p,w,n,g,light,light,0,1
p,x,s,n,f,f,f,c,n,b,t,?,k,s,w,w,w,o,e,w,v,d,dark,dark,0,1
p,x,y,e,f,f,f,c,n,b,t,?,s,k,w,w,w,o,e,w,v,l,unusual,dark,0,1
p,f,y,rare,f,rare,f,c,b,w,e,c,k,y,rare,rare,w,rare,rare,w,c,d,unusual,light,0,1
p,f,s,n,f,s,f,c,n,b,t,?,s,s,w,p,w,o,e,w,v,d,dark,dark,1,0
p,x,y,e,f,s,f,c,n,b,t,?,s,s,p,w,w,o,e,w,v,l,unusual,dark,1,0
p,f,s,n,f,s,f,c,n,b,t,?,k,k,w,w,w,o,e,w,v,l,dark,dark,1,1
p,f,y,e,f,f,f,c,n,b,t,?,k,s,w,p,w,o,e,w,v,p,unusual,dark,0,0
p,f,s,e,f,f,f,c,n,b,t,?,k,k,w,p,w,o,e,w,v,l,unusual,dark,1,0
p,x,s,e,f,s,f,c,n,b,t,?,k,k,w,w,w,o,e,w,v,d,unusual,dark,1,1
e,k,s,g,f,n,f,w,b,w,e,?,k,s,w,w,w,t,p,w,s,g,light,light,0,1
p,x,s,e,f,y,f,c,n,b,t,?,s,s,p,w,w,o,e,w,v,p,unusual,dark,1,0
p,k,s,n,f,y,f,c,n,b,t,?,k,s,w,p,w,o,e,w,v,l,dark,dark,0,0
p,k,y,e,f,s,f,c,n,b,t,?,k,s,w,p,w,o,e,w,v,l,unusual,dark,0,0
p,x,s,n,f,y,f,c,n,b,t,?,k,k,w,p,w,o,e,w,v,p,dark,dark,1,0
e,b,s,g,f,n,f,w,b,g,e,?,s,k,w,w,w,t,p,w,n,g,light,light,0,1
p,x,s,n,f,s,f,c,n,b,t,?,s,s,w,p,w,o,e,w,v,l,dark,dark,1,0
p,f,s,e,f,s,f,c,n,b,t,?,s,s,w,w,w,o,e,w,v,d,unusual,dark,1,1
p,k,s,n,f,s,f,c,n,b,t,?,s,s,p,w,w,o,e,w,v,d,dark,dark,1,0
e,b,s,g,f,n,f,w,b,w,e,?,s,s,w,w,w,t,p,w,s,g,light,light,1,1
p,x,s,n,f,y,f,c,n,b,t,?,k,k,p,p,w,o,e,w,v,p,dark,dark,1,1
p,f,y,e,f,y,f,c,n,b,t,?,s,k,w,w,w,o,e,w,v,p,unusual,dark,0,1
p,f,s,e,f,y,f,c,n,b,t,?,s,k,p,w,w,o,e,w,v,d,unusual,dark,0,0
p,f,y,n,f,rare,f,c,b,y,e,c,k,y,rare,rare,w,rare,rare,w,c,d,dark,warm,0,1
e,b,f,g,f,n,f,w,b,g,e,?,k,s,w,w,w,t,p,w,s,g,light,light,0,1
p,f,s,e,f,f,f,c,n,b,t,?,k,k,p,p,w,o,e,w,v,p,unusual,dark,1,1
p,k,s,n,f,f,f,c,n,b,t,?,s,k,p,p,w,o,e,w,v,l,dark,dark,0,1
e,k,s,g,f,n,f,w,b,p,e,?,s,k,w,w,w,t,p,w,n,g,light,light,0,1
p,k,y,n,f,f,f,c,n,b,t,?,k,k,p,p,w,o,e,w,v,l,dark,dark,1,1
p,x,s,e,f,s,f,c,n,b,t,?,k,k,p,p,w,o,e,w,v,l,unusual,dark,1,1
e,b,s,n,f,n,a,c,b,y,e,?,s,s,o,o,o,o,p,rare,c,l,dark,warm,1,1
p,k,y,n,f,f,f,c,n,b,t,?,s,k,p,w,w,o,e,w,v,l,dark,dark,0,0
p,f,y,n,f,s,f,c,n,b,t,?,k,k,w,w,w,o,e,w,v,l,dark,dark,1,1
e,x,s,n,f,n,a,c,b,n,e,?,s,s,o,o,n,o,p,rare,c,l,dark,dark,1,1
p,k,s,n,f,f,f,c,n,b,t,?,k,k,p,w,w,o,e,w,v,l,dark,dark,1,0
p,k,s,n,f,f,f,c,n,b,t,?,k,k,p,p,w,o,e,w,v,d,dark,dark,1,1
p,k,s,n,f,s,f,c,n,b,t,?,k,s,p,p,w,o,e,w,v,p,dark,dark,0,1
p,k,s,n,f,s,f,c,n,b,t,?,s,s,p,w,w,o,e,w,v,p,dark,dark,1,0
e,f,y,rare,t,n,f,c,b,w,e,b,s,s,w,w,w,t,p,w,y,p,unusual,light,1,1
e,f,s,n,f,n,a,c,b,n,e,?,s,s,o,o,n,o,p,n,c,l,dark,dark,1,1
e,b,s,w,f,n,f,w,b,g,e,?,k,k,w,w,w,t,p,w,n,g,light,light,1,1
p,k,s,e,f,s,f,c,n,b,t,?,s,s,p,p,w,o,e,w,v,p,unusual,dark,1,1
e,b,s,g,f,n,f,w,b,w,e,?,s,s,w,w,w,t,p,w,n,g,light,light,1,1
p,k,y,e,f,y,f,c,n,b,t,?,k,k,p,w,w,o,e,w,v,p,unusual,dark,1,0
p,k,y,n,f,s,f,c,n,b,t,?,s,s,w,w,w,o,e,w,v,d,dark,dark,1,1
e,x,s,n,f,n,a,c,b,rare,e,?,s,s,o,o,o,o,p,rare,c,l,dark,warm,1,1
p,x,s,e,f,y,f,c,n,b,t,?,k,s,w,w,w,o,e,w,v,p,unusual,dark,0,1
p,x,s,n,f,f,f,c,n,b,t,?,k,s,p,p,w,o,e,w,v,d,dark,dark,0,1
p,f,s,e,f,y,f,c,n,b,t,?,k,s,w,w,w,o,e,w,v,l,unusual,dark,0,1
p,f,y,e,f,s,f,c,n,b,t,?,s,s,p,p,w,o,e,w,v,p,unusual,dark,1,1
p,x,y,e,f,s,f,c,n,b,t,?,k,s,p,p,w,o,e,w,v,p,unusual,dark,0,1
p,k,s,e,f,f,f,c,n,b,t,?,k,k,w,w,w,o,e,w,v,d,unusual,dark,1,1
e,k,y,n,f,n,f,c,b,w,e,b,rare,y,n,n,w,t,p,w,y,d,dark,light,1,1
p,f,s,e,f,f,f,c,n,b,t,?,s,s,w,w,w,o,e,w,v,d,unusual,dark,1,1
p,k,s,n,f,s,f,c,n,b,t,?,k,k,p,w,w,o,e,w,v,p,dark,dark,1,0
p,f,y,n,f,y,f,c,n,b,t,?,s,s,w,w,w,o,e,w,v,p,dark,dark,1,1
p,f,s,e,f,f,f,c,n,b,t,?,k,s,p,p,w,o,e,w,v,d,unusual,dark,0,1
e,k,f,g,f,n,f,w,b,w,e,?,s,s,w,w,w,t,p,w,n,g,light,light,1,1
p,k,s,n,f,f,f,c,n,b,t,?,s,k,w,p,w,o,e,w,v,d,dark,dark,0,0
e,b,f,w,f,n,f,w,b,p,e,?,k,s,w,w,w,t,p,w,s,g,light,light,0,1
p,k,s,e,f,y,f,c,n,b,t,?,k,k,p,w,w,o,e,w,v,l,unusual,dark,1,0
e,x,s,g,f,n,f,w,b,p,e,?,k,k,w,w,w,t,p,w,n,g,light,light,1,1
e,k,s,n,f,n,a,c,b,y,e,?,s,s,o,o,o,o,p,rare,c,l,dark,warm,1,1
p,k,s,e,f,f,f,c,n,b,t,?,k,s,w,p,w,o,e,w,v,p,unusual,dark,0,0
p,k,y,n,f,f,f,c,n,b,t,?,s,s,w,p,w,o,e,w,v,l,dark,dark,1,0
e,k,f,g,f,n,f,w,b,g,e,?,k,k,w,w,w,t,p,w,n,g,light,light,1,1
p,x,s,n,f,y,f,c,n,b,t,?,s,s,p,p,w,o,e,w,v,l,dark,dark,1,1
p,k,y,n,f,s,f,c,n,b,t,?,s,s,w,p,w,o,e,w,v,l,dark,dark,1,0
e,x,f,w,f,n,f,w,b,g,e,?,k,s,w,w,w,t,p,w,n,g,light,light,0,1
p,k,y,e,f,f,f,c,n,b,t,?,k,s,p,w,w,o,e,w,v,p,unusual,dark,0,0
p,k,s,e,f,f,f,c,n,b,t,?,k,s,p,p,w,o,e,w,v,l,unusual,dark,0,1
p,k,s,e,f,f,f,c,n,b,t,?,k,k,p,w,w,o,e,w,v,l,unusual,dark,1,0
p,k,y,e,f,s,f,c,n,b,t,?,k,s,w,w,w,o,e,w,v,p,unusual,dark,0,1
p,k,y,n,f,s,f,c,n,b,t,?,s,s,p,w,w,o,e,w,v,p,dark,dark,1,0
e,k,s,g,f,n,f,w,b,g,e,?,k,k,w,w,w,t,p,w,n,g,light,light,1,1
p,k,y,n,f,f,f,c,n,b,t,?,k,k,p,p,w,o,e,w,v,p,dark,dark,1,1
p,k,s,e,f,f,f,c,n,b,t,?,s,s,w,p,w,o,e,w,v,l,unusual,dark,1,0
e,x,s,g,f,n,f,w,b,w,e,?,s,k,w,w,w,t,p,w,n,g,light,light,0,1
e,f,s,n,f,n,a,c,b,y,e,?,s,s,o,o,o,o,p,rare,v,l,dark,warm,1,1
e,k,s,g,f,n,f,w,b,g,e,?,k,s,w,w,w,t,p,w,n,g,light,light,0,1
p,x,s,e,f,s,f,c,n,b,t,?,k,s,w,p,w,o,e,w,v,p,unusual,dark,0,0
p,k,s,n,f,f,f,c,n,b,t,?,s,s,w,w,w,o,e,w,v,d,dark,dark,1,1
p,k,s,n,f,s,f,c,n,b,t,?,s,k,w,p,w,o,e,w,v,p,dark,dark,0,0
e,x,s,g,f,n,f,w,b,p,e,?,k,s,w,w,w,t,p,w,s,g,light,light,0,1
p,k,y,e,f,s,f,c,n,b,t,?,k,k,p,p,w,o,e,w,v,p,unusual,dark,1,1
e,f,s,n,f,n,a,c,b,n,e,?,s,s,o,o,o,o,p,rare,v,l,dark,dark,1,1
e,k,s,w,f,n,f,w,b,w,e,?,k,k,w,w,w,t,p,w,n,g,light,light,1,1
p,f,y,e,f,rare,f,c,b,y,e,c,k,y,rare,rare,w,rare,rare,w,c,d,unusual,warm,0,1
e,b,s,g,f,n,f,w,b,g,e,?,k,k,w,w,w,t,p,w,s,g,light,light,1,1
p,f,y,n,f,y,f,c,n,b,t,?,s,k,w,w,w,o,e,w,v,p,dark,dark,0,1
e,b,s,n,f,n,a,c,b,rare,e,?,s,s,o,o,n,o,p,rare,c,l,dark,warm,1,1
e,b,s,g,f,n,f,w,b,w,e,?,k,s,w,w,w,t,p,w,n,g,light,light,0,1
e,k,s,n,f,n,a,c,b,n,e,?,s,s,o,o,o,o,p,rare,c,l,dark,dark,1,1
e,b,s,g,f,n,f,w,b,p,e,?,k,k,w,w,w,t,p,w,n,g,light,light,1,1
p,k,s,n,f,f,f,c,n,b,t,?,k,s,w,w,w,o,e,w,v,l,dark,dark,0,1
p,k,y,n,f,y,f,c,n,b,t,?,s,k,p,w,w,o,e,w,v,p,dark,dark,0,0
e,f,s,n,f,n,a,c,b,n,e,?,s,s,o,o,n,o,p,rare,c,l,dark,dark,1,1
p,k,s,e,f,y,f,c,n,b,t,?,k,k,p,p,w,o,e,w,v,p,unusual,dark,1,1
p,f,s,e,f,y,f,c,n,b,t,?,s,k,w,p,w,o,e,w,v,p,unusual,dark,0,0
p,k,s,n,f,y,f,c,n,b,t,?,s,k,p,p,w,o,e,w,v,l,dark,dark,0,1
p,k,s,n,f,s,f,c,n,b,t,?,s,k,w,p,w,o,e,w,v,l,dark,dark,0,0
e,b,s,n,f,n,a,c,b,y,e,?,s,s,o,o,o,o,p,rare,v,l,dark,warm,1,1
e,k,f,g,f,n,f,w,b,w,e,?,k,k,w,w,w,t,p,w,s,g,light,light,1,1
e,b,s,n,f,n,a,c,b,rare,e,?,s,s,o,o,o,o,p,rare,c,l,dark,warm,1,1
p,k,s,n,f,s,f,c,n,b,t,?,k,s,p,w,w,o,e,w,v,l,dark,dark,0,0
p,k,y,e,f,s,f,c,n,b,t,?,s,k,w,p,w,o,e,w,v,l,unusual,dark,0,0
p,k,y,e,f,y,f,c,n,b,t,?,k,s,p,p,w,o,e,w,v,p,unusual,dark,0,1
p,k,s,n,f,y,f,c,n,b,t,?,s,s,p,p,w,o,e,w,v,l,dark,dark,1,1
e,f,s,n,f,n,a,c,b,n,e,?,s,s,o,o,o,o,p,n,c,l,dark,dark,1,1
p,k,s,e,f,y,f,c,n,b,t,?,s,s,w,w,w,o,e,w,v,d,unusual,dark,1,1
e,x,s,n,f,n,a,c,b,rare,e,?,s,s,o,o,o,o,p,rare,v,l,dark,warm,1,1
p,k,s,n,f,y,f,c,n,b,t,?,k,k,w,p,w,o,e,w,v,d,dark,dark,1,0
e,k,s,w,f,n,f,w,b,p,e,?,s,s,w,w,w,t,p,w,s,g,light,light,1,1
p,k,y,e,f,f,f,c,n,b,t,?,s,s,w,p,w,o,e,w,v,d,unusual,dark,1,0
p,k,y,n,f,f,f,c,n,b,t,?,k,k,p,w,w,o,e,w,v,d,dark,dark,1,0
e,k,f,g,f,n,f,w,b,g,e,?,s,s,w,w,w,t,p,w,s,g,light,light,1,1
p,f,s,n,f,y,f,c,n,b,t,?,k,s,p,w,w,o,e,w,v,p,dark,dark,0,0
e,x,s,g,f,n,f,w,b,w,e,?,s,s,w,w,w,t,p,w,n,g,light,light,1,1
p,k,y,n,f,f,f,c,n,b,t,?,s,k,p,w,w,o,e,w,v,p,dark,dark,0,0
p,f,s,e,f,f,f,c,n,b,t,?,s,k,p,p,w,o,e,w,v,d,unusual,dark,0,1
e,x,f,w,f,n,f,w,b,p,e,?,k,k,w,w,w,t,p,w,n,g,light,light,1,1
p,k,y,n,f,s,f,c,n,b,t,?,k,s,w,w,w,o,e,w,v,l,dark,dark,0,1
p,f,y,n,f,rare,a,c,b,w,e,c,k,y,rare,rare,w,rare,rare,w,c,d,dark,light,0,1
e,b,f,g,f,n,f,w,b,w,e,?,s,s,w,w,w,t,p,w,n,g,light,light,1,1
p,k,y,e,f,y,f,c,n,b,t,?,k,k,w,p,w,o,e,w,v,p,unusual,dark,1,0
p,x,y,e,f,s,f,c,n,b,t,?,k,s,p,p,w,o,e,w,v,d,unusual,dark,0,1
p,k,s,e,f,y,f,c,n,b,t,?,k,k,w,p,w,o,e,w,v,l,unusual,dark,1,0
e,k,f,g,f,n,f,w,b,g,e,?,s,k,w,w,w,t,p,w,n,g,light,light,0,1
e,k,f,w,f,n,f,w,b,p,e,?,s,s,w,w,w,t,p,w,s,g,light,light,1,1
p,k,y,e,f,s,f,c,n,b,t,?,s,k,w,w,w,o,e,w,v,d,unusual,dark,0,1
e,k,s,g,f,n,f,w,b,g,e,?,s,s,w,w,w,t,p,w,n,g,light,light,1,1
p,k,s,n,f,f,f,c,n,b,t,?,s,k,p,w,w,o,e,w,v,d,dark,dark,0,0
p,k,y,n,f,y,f,c,n,b,t,?,s,s,p,w,w,o,e,w,v,l,dark,dark,1,0
e,k,s,w,f,n,f,w,b,w,e,?,k,s,w,w,w,t,p,w,s,g,light,light,0,1
p,k,y,e,f,y,f,c,n,b,t,?,k,k,p,w,w,o,e,w,v,l,unusual,dark,1,0
e,b,s,w,f,n,f,w,b,w,e,?,k,s,w,w,w,t,p,w,s,g,light,light,0,1
p,k,s,n,f,y,f,c,n,b,t,?,s,k,p,p,w,o,e,w,v,d,dark,dark,0,1
e,x,s,w,f,n,f,w,b,w,e,?,s,k,w,w,w,t,p,w,n,g,light,light,0,1
e,b,s,n,f,n,a,c,b,n,e,?,s,s,o,o,o,o,p,n,v,l,dark,dark,1,1
p,k,s,n,f,s,f,c,n,b,t,?,k,s,w,p,w,o,e,w,v,d,dark,dark,0,0
p,k,y,e,f,f,f,c,n,b,t,?,s,k,p,w,w,o,e,w,v,p,unusual,dark,0,0
e,x,f,w,f,n,f,w,b,w,e,?,s,s,w,w,w,t,p,w,n,g,light,light,1,1
p,x,y,e,f,rare,a,c,b,y,e,c,k,y,rare,rare,w,rare,rare,w,c,d,unusual,warm,0,1
p,k,s,e,f,y,f,c,n,b,t,?,k,k,p,w,w,o,e,w,v,p,unusual,dark,1,0
p,k,s,n,f,f,f,c,n,b,t,?,k,k,w,w,w,o,e,w,v,l,dark,dark,1,1
p,k,y,n,f,y,f,c,n,b,t,?,s,s,p,w,w,o,e,w,v,p,dark,dark,1,0
p,k,s,e,f,f,f,c,n,b,t,?,s,k,w,w,w,o,e,w,v,d,unusual,dark,0,1
e,k,s,n,f,n,a,c,b,rare,e,?,s,s,o,o,n,o,p,rare,c,l,dark,warm,1,1
p,k,y,n,f,f,f,c,n,b,t,?,k,s,p,w,w,o,e,w,v,l,dark,dark,0,0
e,f,y,n,f,n,f,c,b,w,e,b,rare,y,n,n,w,t,p,w,y,d,dark,light,1,1
e,k,s,g,f,n,f,w,b,w,e,?,s,s,w,w,w,t,p,w,n,g,light,light,1,1
p,f,y,e,f,y,f,c,n,b,t,?,k,k,w,p,w,o,e,w,v,l,unusual,dark,1,0
p,k,y,y,f,n,f,w,n,y,e,c,rare,y,rare,rare,rare,o,e,w,c,l,warm,warm,1,1
p,k,y,e,f,y,f,c,n,b,t,?,s,s,p,w,w,o,e,w,v,p,unusual,dark,1,0
p,k,s,e,f,s,f,c,n,b,t,?,k,k,p,p,w,o,e,w,v,l,unusual,dark,1,1
p,k,y,e,f,s,f,c,n,b,t,?,s,k,p,p,w,o,e,w,v,l,unusual,dark,0,1
e,b,s,n,f,n,a,c,b,rare,e,?,s,s,o,o,n,o,p,n,c,l,dark,warm,1,1
e,x,s,g,t,n,f,c,b,w,e,b,s,s,w,w,w,t,p,w,y,p,light,light,1,1
e,k,s,g,f,n,f,w,b,p,e,?,k,s,w,w,w,t,p,w,n,g,light,light,0,1
p,f,y,e,f,s,f,c,n,b,t,?,s,k,p,w,w,o,e,w,v,p,unusual,dark,0,0
p,k,s,e,f,s,f,c,n,b,t,?,k,k,w,w,w,o,e,w,v,p,unusual,dark,1,1
p,k,y,e,f,s,f,c,n,b,t,?,s,s,w,w,w,o,e,w,v,l,unusual,dark,1,1
e,b,f,w,f,n,f,w,b,w,e,?,k,k,w,w,w,t,p,w,n,g,light,light,1,1
e,f,s,n,f,n,a,c,b,n,e,?,s,s,o,o,o,o,p,rare,c,l,dark,dark,1,1
p,k,s,n,f,y,f,c,n,b,t,?,k,k,w,w,w,o,e,w,v,p,dark,dark,1,1
p,k,s,e,f,f,f,c,n,b,t,?,s,s,p,w,w,o,e,w,v,d,unusual,dark,1,0
e,x,f,w,f,n,f,w,b,g,e,?,k,s,w,w,w,t,p,w,s,g,light,light,0,1
p,k,y,e,f,y,f,c,n,b,t,?,s,k,w,w,w,o,e,w,v,l,unusual,dark,0,1
e,x,f,w,f,n,f,w,b,g,e,?,s,s,w,w,w,t,p,w,s,g,light,light,1,1
p,k,y,e,f,y,f,c,n,b,t,?,s,s,w,p,w,o,e,w,v,l,unusual,dark,1,0
p,k,y,n,f,s,f,c,n,b,t,?,s,k,w,w,w,o,e,w,v,p,dark,dark,0,1
e,x,s,g,f,n,f,w,b,p,e,?,k,s,w,w,w,t,p,w,n,g,light,light,0,1
e,x,s,w,f,n,f,w,b,g,e,?,s,k,w,w,w,t,p,w,n,g,light,light,0,1
p,k,y,n,f,f,f,c,n,b,t,?,k,k,w,w,w,o,e,w,v,d,dark,dark,1,1
